user_id,month,registration_date,promo_type
U0001376,2024_07,2024-07-14,social_bundle
U0001378,2024_07,2024-07-25,data_booster
U0001379,2024_07,2024-07-04,social_bundle
U0001380,2024_07,2024-07-11,data_booster
U0001381,2024_07,2024-07-27,weekend_special
U0001382,2024_07,2024-07-24,weekend_special
U0001384,2024_07,2024-07-10,combo_pack
U0001384,2024_07,2024-07-12,social_bundle
U0001385,2024_07,2024-07-26,data_booster
U0001386,2024_07,2024-07-26,data_booster
U0001387,2024_07,2024-07-25,data_booster
U0001390,2024_07,2024-07-04,weekend_special
U0001391,2024_07,2024-07-23,data_booster
U0001391,2024_07,2024-07-17,social_bundle
U0001392,2024_07,2024-07-26,weekend_special
U0001392,2024_07,2024-07-09,weekend_special
U0001394,2024_07,2024-07-06,combo_pack
U0001395,2024_07,2024-07-02,combo_pack
U0001398,2024_07,2024-07-07,combo_pack
U0001399,2024_07,2024-07-06,social_bundle
U0001400,2024_07,2024-07-19,weekend_special
U0001400,2024_07,2024-07-17,social_bundle
U0001401,2024_07,2024-07-26,weekend_special
U0001401,2024_07,2024-07-04,combo_pack
U0001403,2024_07,2024-07-15,combo_pack
U0001404,2024_07,2024-07-09,social_bundle
U0001407,2024_07,2024-07-03,social_bundle
U0001408,2024_07,2024-07-03,combo_pack
U0001409,2024_07,2024-07-27,combo_pack
U0001410,2024_07,2024-07-11,social_bundle
U0001411,2024_07,2024-07-28,social_bundle
U0001413,2024_07,2024-07-09,weekend_special
U0001414,2024_07,2024-07-18,combo_pack
U0001414,2024_07,2024-07-28,social_bundle
U0001415,2024_07,2024-07-16,weekend_special
U0001416,2024_07,2024-07-11,social_bundle
U0001416,2024_07,2024-07-06,data_booster
U0001417,2024_07,2024-07-08,data_booster
U0001418,2024_07,2024-07-05,social_bundle
U0001418,2024_07,2024-07-06,combo_pack
U0001419,2024_07,2024-07-12,weekend_special
U0001419,2024_07,2024-07-14,weekend_special
U0001421,2024_07,2024-07-21,combo_pack
U0001421,2024_07,2024-07-13,combo_pack
U0001422,2024_07,2024-07-27,weekend_special
U0001422,2024_07,2024-07-27,data_booster
U0001423,2024_07,2024-07-25,social_bundle
U0001425,2024_07,2024-07-28,data_booster
U0001426,2024_07,2024-07-06,weekend_special
U0001426,2024_07,2024-07-28,social_bundle
U0001430,2024_07,2024-07-22,weekend_special
U0001432,2024_07,2024-07-28,social_bundle
U0001433,2024_07,2024-07-03,social_bundle
U0001436,2024_07,2024-07-23,social_bundle
U0001437,2024_07,2024-07-12,weekend_special
U0001439,2024_07,2024-07-16,combo_pack
U0001440,2024_07,2024-07-28,weekend_special
U0001441,2024_07,2024-07-28,data_booster
U0001441,2024_07,2024-07-08,weekend_special
U0001442,2024_07,2024-07-04,combo_pack
U0001443,2024_07,2024-07-21,weekend_special
U0001445,2024_07,2024-07-04,social_bundle
U0001446,2024_07,2024-07-28,data_booster
U0001446,2024_07,2024-07-15,combo_pack
U0001449,2024_07,2024-07-02,social_bundle
U0001450,2024_07,2024-07-21,social_bundle
U0001451,2024_07,2024-07-14,weekend_special
U0001452,2024_07,2024-07-24,combo_pack
U0001454,2024_07,2024-07-19,combo_pack
U0001454,2024_07,2024-07-19,weekend_special
U0001455,2024_07,2024-07-20,data_booster
U0001455,2024_07,2024-07-07,combo_pack
U0001456,2024_07,2024-07-23,data_booster
U0001457,2024_07,2024-07-14,social_bundle
U0001457,2024_07,2024-07-06,data_booster
U0001458,2024_07,2024-07-09,social_bundle
U0001459,2024_07,2024-07-14,weekend_special
U0001460,2024_07,2024-07-14,combo_pack
U0001461,2024_07,2024-07-28,social_bundle
U0001463,2024_07,2024-07-24,weekend_special
U0001465,2024_07,2024-07-16,combo_pack
U0001465,2024_07,2024-07-12,weekend_special
U0001466,2024_07,2024-07-21,weekend_special
U0001467,2024_07,2024-07-05,weekend_special
U0001468,2024_07,2024-07-09,data_booster
U0001469,2024_07,2024-07-02,social_bundle
U0001469,2024_07,2024-07-01,social_bundle
U0001471,2024_07,2024-07-12,combo_pack
U0001478,2024_07,2024-07-04,weekend_special
U0001479,2024_07,2024-07-22,social_bundle
U0001480,2024_07,2024-07-02,social_bundle
U0001483,2024_07,2024-07-06,combo_pack
U0001484,2024_07,2024-07-12,combo_pack
U0001485,2024_07,2024-07-28,combo_pack
U0001487,2024_07,2024-07-08,combo_pack
U0001489,2024_07,2024-07-13,data_booster
U0001490,2024_07,2024-07-08,weekend_special
U0001492,2024_07,2024-07-21,data_booster
U0001493,2024_07,2024-07-22,combo_pack
U0001494,2024_07,2024-07-17,data_booster
U0001494,2024_07,2024-07-17,social_bundle
U0001495,2024_07,2024-07-23,data_booster
U0001495,2024_07,2024-07-07,data_booster
U0001497,2024_07,2024-07-14,data_booster
U0001498,2024_07,2024-07-12,social_bundle
U0001502,2024_07,2024-07-07,social_bundle
U0001502,2024_07,2024-07-26,data_booster
U0001503,2024_07,2024-07-23,combo_pack
U0001504,2024_07,2024-07-15,social_bundle
U0001506,2024_07,2024-07-04,combo_pack
U0001507,2024_07,2024-07-08,social_bundle
U0001509,2024_07,2024-07-09,weekend_special
U0001510,2024_07,2024-07-10,combo_pack
U0001512,2024_07,2024-07-19,combo_pack
U0001513,2024_07,2024-07-03,social_bundle
U0001516,2024_07,2024-07-08,combo_pack
U0001516,2024_07,2024-07-17,data_booster
U0001517,2024_07,2024-07-01,weekend_special
U0001518,2024_07,2024-07-21,combo_pack
U0001519,2024_07,2024-07-23,social_bundle
U0001523,2024_07,2024-07-23,data_booster
U0001524,2024_07,2024-07-28,social_bundle
U0001529,2024_07,2024-07-16,social_bundle
U0001530,2024_07,2024-07-04,social_bundle
U0001532,2024_07,2024-07-05,weekend_special
U0001533,2024_07,2024-07-01,weekend_special
U0001533,2024_07,2024-07-20,weekend_special
U0001534,2024_07,2024-07-28,weekend_special
U0001535,2024_07,2024-07-11,data_booster
U0001536,2024_07,2024-07-08,combo_pack
U0001536,2024_07,2024-07-16,social_bundle
U0001537,2024_07,2024-07-04,data_booster
U0001538,2024_07,2024-07-24,social_bundle
U0001539,2024_07,2024-07-04,combo_pack
U0001539,2024_07,2024-07-27,combo_pack
U0001540,2024_07,2024-07-10,weekend_special
U0001541,2024_07,2024-07-15,data_booster
U0001542,2024_07,2024-07-05,combo_pack
U0001542,2024_07,2024-07-28,data_booster
U0001543,2024_07,2024-07-18,social_bundle
U0001544,2024_07,2024-07-27,weekend_special
U0001545,2024_07,2024-07-16,combo_pack
U0001546,2024_07,2024-07-17,data_booster
U0001547,2024_07,2024-07-27,weekend_special
U0001548,2024_07,2024-07-13,weekend_special
U0001549,2024_07,2024-07-12,data_booster
U0001551,2024_07,2024-07-28,weekend_special
U0001552,2024_07,2024-07-15,combo_pack
U0001553,2024_07,2024-07-17,weekend_special
U0001556,2024_07,2024-07-05,weekend_special
U0001557,2024_07,2024-07-17,data_booster
U0001558,2024_07,2024-07-27,data_booster
U0001560,2024_07,2024-07-22,data_booster
U0001561,2024_07,2024-07-05,data_booster
U0001563,2024_07,2024-07-06,data_booster
U0001565,2024_07,2024-07-20,social_bundle
U0001567,2024_07,2024-07-11,data_booster
U0001568,2024_07,2024-07-27,weekend_special
U0001570,2024_07,2024-07-21,combo_pack
U0001571,2024_07,2024-07-15,weekend_special
U0001572,2024_07,2024-07-03,social_bundle
U0001572,2024_07,2024-07-09,social_bundle
U0001574,2024_07,2024-07-08,weekend_special
U0001574,2024_07,2024-07-06,weekend_special
U0001575,2024_07,2024-07-14,data_booster
U0001577,2024_07,2024-07-22,weekend_special
U0001579,2024_07,2024-07-21,social_bundle
U0001581,2024_07,2024-07-25,combo_pack
U0001582,2024_07,2024-07-08,combo_pack
U0001582,2024_07,2024-07-17,social_bundle
U0001583,2024_07,2024-07-01,social_bundle
U0001586,2024_07,2024-07-05,social_bundle
U0001590,2024_07,2024-07-09,combo_pack
U0001591,2024_07,2024-07-06,weekend_special
U0001592,2024_07,2024-07-28,data_booster
U0001594,2024_07,2024-07-27,combo_pack
U0001594,2024_07,2024-07-16,combo_pack
U0001595,2024_07,2024-07-10,social_bundle
U0001597,2024_07,2024-07-13,social_bundle
U0001598,2024_07,2024-07-07,weekend_special
U0001601,2024_07,2024-07-07,data_booster
U0001601,2024_07,2024-07-07,data_booster
U0001603,2024_07,2024-07-19,data_booster
U0001604,2024_07,2024-07-17,weekend_special
U0001605,2024_07,2024-07-10,social_bundle
U0001607,2024_07,2024-07-14,combo_pack
U0001608,2024_07,2024-07-24,weekend_special
U0001608,2024_07,2024-07-22,combo_pack
U0001609,2024_07,2024-07-23,social_bundle
U0001610,2024_07,2024-07-14,combo_pack
U0001611,2024_07,2024-07-11,data_booster
U0001612,2024_07,2024-07-17,combo_pack
U0001615,2024_07,2024-07-24,combo_pack
U0001615,2024_07,2024-07-08,data_booster
U0001616,2024_07,2024-07-28,weekend_special
U0001616,2024_07,2024-07-25,data_booster
U0001617,2024_07,2024-07-02,social_bundle
U0001618,2024_07,2024-07-19,data_booster
U0001618,2024_07,2024-07-19,data_booster
U0001619,2024_07,2024-07-19,data_booster
U0001619,2024_07,2024-07-17,combo_pack
U0001620,2024_07,2024-07-28,weekend_special
U0001623,2024_07,2024-07-11,data_booster
U0001624,2024_07,2024-07-11,data_booster
U0001625,2024_07,2024-07-09,data_booster
U0001625,2024_07,2024-07-20,weekend_special
U0001628,2024_07,2024-07-07,social_bundle
U0001630,2024_07,2024-07-14,weekend_special
U0001631,2024_07,2024-07-09,data_booster
U0001632,2024_07,2024-07-02,social_bundle
U0001632,2024_07,2024-07-09,data_booster
U0001637,2024_07,2024-07-09,social_bundle
U0001639,2024_07,2024-07-06,social_bundle
U0001640,2024_07,2024-07-22,combo_pack
U0001641,2024_07,2024-07-11,weekend_special
U0001642,2024_07,2024-07-22,combo_pack
U0001642,2024_07,2024-07-21,social_bundle
U0001643,2024_07,2024-07-13,data_booster
U0001648,2024_07,2024-07-06,data_booster
U0001650,2024_07,2024-07-25,social_bundle
U0001651,2024_07,2024-07-01,social_bundle
U0001652,2024_07,2024-07-17,social_bundle
U0001653,2024_07,2024-07-22,data_booster
U0001653,2024_07,2024-07-10,weekend_special
U0001654,2024_07,2024-07-05,combo_pack
U0001656,2024_07,2024-07-23,combo_pack
U0001657,2024_07,2024-07-12,social_bundle
U0001659,2024_07,2024-07-04,weekend_special
U0001661,2024_07,2024-07-23,data_booster
U0001661,2024_07,2024-07-24,social_bundle
U0001662,2024_07,2024-07-08,weekend_special
U0001666,2024_07,2024-07-12,combo_pack
U0001667,2024_07,2024-07-23,data_booster
U0001667,2024_07,2024-07-24,social_bundle
U0001670,2024_07,2024-07-17,weekend_special
U0001675,2024_07,2024-07-13,data_booster
U0001678,2024_07,2024-07-01,data_booster
U0001680,2024_07,2024-07-25,weekend_special
U0001681,2024_07,2024-07-26,data_booster
U0001683,2024_07,2024-07-24,combo_pack
U0001684,2024_07,2024-07-02,weekend_special
U0001685,2024_07,2024-07-14,data_booster
U0001685,2024_07,2024-07-06,combo_pack
U0001688,2024_07,2024-07-03,combo_pack
U0001693,2024_07,2024-07-18,weekend_special
U0001693,2024_07,2024-07-28,social_bundle
U0001695,2024_07,2024-07-16,social_bundle
U0001695,2024_07,2024-07-27,combo_pack
U0001696,2024_07,2024-07-05,data_booster
U0001698,2024_07,2024-07-18,combo_pack
U0001699,2024_07,2024-07-27,data_booster
U0001699,2024_07,2024-07-02,data_booster
U0001701,2024_07,2024-07-23,social_bundle
U0001701,2024_07,2024-07-13,combo_pack
U0001702,2024_07,2024-07-15,combo_pack
U0001705,2024_07,2024-07-22,data_booster
U0001706,2024_07,2024-07-10,social_bundle
U0001707,2024_07,2024-07-10,weekend_special
U0001707,2024_07,2024-07-11,data_booster
U0001708,2024_07,2024-07-02,weekend_special
U0001710,2024_07,2024-07-25,data_booster
U0001711,2024_07,2024-07-10,social_bundle
U0001712,2024_07,2024-07-27,combo_pack
U0001714,2024_07,2024-07-17,weekend_special
U0001715,2024_07,2024-07-03,weekend_special
U0001717,2024_07,2024-07-18,data_booster
U0001718,2024_07,2024-07-27,combo_pack
U0001720,2024_07,2024-07-13,social_bundle
U0001721,2024_07,2024-07-11,data_booster
U0001722,2024_07,2024-07-17,combo_pack
U0001724,2024_07,2024-07-05,social_bundle
U0001724,2024_07,2024-07-11,social_bundle
U0001725,2024_07,2024-07-26,weekend_special
U0001726,2024_07,2024-07-15,weekend_special
U0001729,2024_07,2024-07-10,social_bundle
U0001730,2024_07,2024-07-08,data_booster
U0001731,2024_07,2024-07-14,social_bundle
U0001733,2024_07,2024-07-03,data_booster
U0001734,2024_07,2024-07-27,social_bundle
U0001735,2024_07,2024-07-24,social_bundle
U0001737,2024_07,2024-07-23,data_booster
U0001737,2024_07,2024-07-24,social_bundle
